_id,jteid,persid,hhid,starthour,startime,arrhour,arrtime,dephour,deptime,jtetraveltime,jte_at,jteelapsedtime,jtedist,origLGA,destLGA,destplace,jtemode,dist1,dist2,dist3,dist4,dist5,dist6,dist7,dist8,dist9,dur1,dur2,dur3,dur4,dur5,dur6,dur7,dur8,dur9,mode1,mode2,mode3,mode4,mode5,mode6,mode7,mode8,mode9,place1,place2,place3,place4,place5,place6,place7,place8,place9,purp1,purp2,purp3,purp4,purp5,purp6,purp7,purp8,purp9,stop1,stop2,stop3,stop4,stop5,stop6,stop7,stop8,stop9,time1,time2,time3,time4,time5,time6,time7,time8,time9,wdjtewgt_LGA,wejtewgt_LGA
975,Y13H0540304P04JTE1,Y13H0540304P04,Y13H0540304,8,510,8,515,15,936,5,0,5,1.53,Greater Dandenong (C),Greater Dandenong (C),Primary School,Vehicle Passenger,1.53,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,421,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y13H0540304P04S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,135.68,
976,Y13H0540305P02JTE1,Y13H0540305P02,Y13H0540305,7,470,8,480,12,750,10,0,10,7.14,Greater Dandenong (C),Greater Dandenong (C),Tertiary,Vehicle Driver,7.14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,270,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Tertiary,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y13H0540305P02S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,118.76,
977,Y13H0540305P03JTE1,Y13H0540305P03,Y13H0540305,8,520,8,525,15,935,5,0,5,3.21,Greater Dandenong (C),Greater Dandenong (C),Primary School,Vehicle Passenger,3.21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,410,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y13H0540305P03S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,114.44,
978,Y13H0540316P03JTE1,Y13H0540316P03,Y13H0540316,7,465,9,570,18,1080,105,0,105,29.42,Greater Dandenong (C),Yarra (C),Tertiary,Train,4.33,24.05,1.03,N/A,N/A,N/A,N/A,N/A,N/A,15,0,510,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,Train,Walking,N/A,N/A,N/A,N/A,N/A,N/A,Train Station,Train Station,Tertiary,N/A,N/A,N/A,N/A,N/A,N/A,Change Mode,Change Mode,Education,N/A,N/A,N/A,N/A,N/A,N/A,Y13H0540316P03S01,Y13H0540316P03S02,Y13H0540316P03S03,N/A,N/A,N/A,N/A,N/A,N/A,15,55,20,N/A,N/A,N/A,N/A,N/A,N/A,115.87,
979,Y13H0540316P04JTE1,Y13H0540316P04,Y13H0540316,7,450,8,500,15,940,50,0,50,13.78,Greater Dandenong (C),Monash (C),Secondary School,Train,4.33,9.1,0.35,N/A,N/A,N/A,N/A,N/A,N/A,10,0,440,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,Train,Walking,N/A,N/A,N/A,N/A,N/A,N/A,Train Station,Train Station,Secondary School,N/A,N/A,N/A,N/A,N/A,N/A,Change Mode,Change Mode,Education,N/A,N/A,N/A,N/A,N/A,N/A,Y13H0540316P04S01,Y13H0540316P04S02,Y13H0540316P04S03,N/A,N/A,N/A,N/A,N/A,N/A,10,25,5,N/A,N/A,N/A,N/A,N/A,N/A,111.79,
980,Y13H0540323P01JTE1,Y13H0540323P01,Y13H0540323,15,915,15,920,15,940,5,0,5,1.87,Kingston (C) (Vic.),Kingston (C) (Vic.),Primary School,Vehicle Driver,1.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y13H0540323P01S07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,108.38,
981,Y13H0540323P03JTE1,Y13H0540323P03,Y13H0540323,8,525,8,530,15,940,5,0,5,1.87,Kingston (C) (Vic.),Kingston (C) (Vic.),Primary School,Vehicle Passenger,1.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,410,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y13H0540323P03S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,140.76,
982,Y13H0540323P04JTE1,Y13H0540323P04,Y13H0540323,8,525,8,530,15,940,5,0,5,1.87,Kingston (C) (Vic.),Kingston (C) (Vic.),Primary School,Vehicle Passenger,1.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,410,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y13H0540323P04S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,140.76,
983,Y13H0540331P03JTE1,Y13H0540331P03,Y13H0540331,8,480,8,500,15,930,20,0,20,8.28,Kingston (C) (Vic.),Kingston (C) (Vic.),Primary School,Vehicle Passenger,8.28,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,430,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y13H0540331P03S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,151.78,
984,Y13H0540338P02JTE1,Y13H0540338P02,Y13H0540338,9,550,9,570,10,620,20,0,20,13.86,Kingston (C) (Vic.),Mornington Peninsula (S),Primary School,Vehicle Driver,13.86,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y13H0540338P02S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,94.16,
985,Y13H0540423P03JTE1,Y13H0540423P03,Y13H0540423,8,480,8,495,17,1034,15,0,15,3.58,Moreland (C),Moreland (C),Primary School,Vehicle Passenger,3.58,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,539,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y13H0540423P03S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,106.41,
986,Y13H0540423P04JTE1,Y13H0540423P04,Y13H0540423,8,480,8,495,13,802,15,0,15,3.58,Moreland (C),Moreland (C),Primary School,Vehicle Passenger,3.58,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,307,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y13H0540423P04S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,104.12,
987,Y13H0540425P03JTE1,Y13H0540425P03,Y13H0540425,7,460,8,510,15,915,50,0,50,9.38,Moreland (C),Moonee Valley (C),Secondary School,Train,2.36,3.26,0.25,3.51,N/A,N/A,N/A,N/A,N/A,10,0,3,405,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,Train,Walking,School Bus,N/A,N/A,N/A,N/A,N/A,Train Station,Train Station,Bus Stop,Secondary School,N/A,N/A,N/A,N/A,N/A,Change Mode,Change Mode,Change Mode,Education,N/A,N/A,N/A,N/A,N/A,Y13H0540425P03S01,Y13H0540425P03S02,Y13H0540425P03S03,Y13H0540425P03S04,N/A,N/A,N/A,N/A,N/A,10,20,1,6,N/A,N/A,N/A,N/A,N/A,111.61,
988,Y13H0540426P05JTE1,Y13H0540426P05,Y13H0540426,7,468,8,505,15,925,37,0,37,14.45,Moreland (C),Banyule (C),Secondary School,School Bus,14.45,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,420,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,School Bus,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Secondary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y13H0540426P05S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,37,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,109.4,
989,Y13H0540436P03JTE1,Y13H0540436P03,Y13H0540436,7,448,8,495,15,920,47,0,47,7.63,Moreland (C),Darebin (C),Secondary School,School Bus,0.25,1.73,5.47,0.18,N/A,N/A,N/A,N/A,N/A,1,8,1,425,N/A,N/A,N/A,N/A,N/A,Walking,Public Bus,School Bus,Walking,N/A,N/A,N/A,N/A,N/A,Bus Stop,Bus Stop,Bus Stop,Secondary School,N/A,N/A,N/A,N/A,N/A,Change Mode,Change Mode,Change Mode,Education,N/A,N/A,N/A,N/A,N/A,Y13H0540436P03S01,Y13H0540436P03S02,Y13H0540436P03S03,Y13H0540436P03S04,N/A,N/A,N/A,N/A,N/A,4,7,22,4,N/A,N/A,N/A,N/A,N/A,112.29,
990,Y13H0540436P04JTE1,Y13H0540436P04,Y13H0540436,8,495,8,500,15,930,5,0,5,1.34,Moreland (C),Moreland (C),Primary School,Vehicle Passenger,1.34,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,430,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y13H0540436P04S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,106.18,
991,Y13H0540439P02JTE1,Y13H0540439P02,Y13H0540439,8,480,8,530,16,968,50,0,50,6.76,Moreland (C),Darebin (C),Tertiary,Public Bus,0.25,6.04,0.47,N/A,N/A,N/A,N/A,N/A,N/A,2,0,438,N/A,N/A,N/A,N/A,N/A,N/A,Walking,Public Bus,Walking,N/A,N/A,N/A,N/A,N/A,N/A,Bus Stop,Bus Stop,Tertiary,N/A,N/A,N/A,N/A,N/A,N/A,Change Mode,Change Mode,Education,N/A,N/A,N/A,N/A,N/A,N/A,Y13H0540439P02S01,Y13H0540439P02S02,Y13H0540439P02S03,N/A,N/A,N/A,N/A,N/A,N/A,5,33,10,N/A,N/A,N/A,N/A,N/A,N/A,88.82,
992,Y13H0541030P01JTE1,Y13H0541030P01,Y13H0541030,15,940,15,945,16,1005,5,0,5,4.97,Greater Geelong (C),Greater Geelong (C),Tertiary,Vehicle Driver,4.97,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,60,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Tertiary,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y13H0541030P01S03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,136.71,
993,Y13H0541030P02JTE1,Y13H0541030P02,Y13H0541030,11,690,11,700,14,840,10,0,10,4.97,Greater Geelong (C),Greater Geelong (C),Tertiary,Vehicle Driver,4.97,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,140,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Tertiary,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y13H0541030P02S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,87.94,
994,Y13H0541030P02JTE2,Y13H0541030P02,Y13H0541030,16,990,16,1000,18,1080,10,0,10,4.97,Greater Geelong (C),Greater Geelong (C),Tertiary,Vehicle Driver,4.97,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,80,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Driver,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Tertiary,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y13H0541030P02S03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,87.94,
995,Y13H0550136P03JTE1,Y13H0550136P03,Y13H0550136,8,480,8,533,18,1080,53,0,53,17.29,Yarra Ranges (S),Manningham (C),Primary School,Vehicle Passenger,17.29,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,547,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y13H0550136P03S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,53,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,131.44,
996,Y13H0550208P03JTE1,Y13H0550208P03,Y13H0550208,8,500,8,530,17,1020,30,0,30,11.86,Bayside (C),Melbourne (C),Tertiary,Train,0.57,11.12,0.17,N/A,N/A,N/A,N/A,N/A,N/A,0,0,490,N/A,N/A,N/A,N/A,N/A,N/A,Walking,Train,Walking,N/A,N/A,N/A,N/A,N/A,N/A,Train Station,Train Station,Tertiary,N/A,N/A,N/A,N/A,N/A,N/A,Change Mode,Change Mode,Education,N/A,N/A,N/A,N/A,N/A,N/A,Y13H0550208P03S01,Y13H0550208P03S02,Y13H0550208P03S03,N/A,N/A,N/A,N/A,N/A,N/A,10,15,5,N/A,N/A,N/A,N/A,N/A,N/A,192.96,
997,Y13H0550301P05JTE1,Y13H0550301P05,Y13H0550301,9,540,9,555,15,900,15,0,15,0.65,Casey (C),Casey (C),Primary School,Vehicle Passenger,0.65,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,345,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y13H0550301P05S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,141.71,
998,Y13H0550315P02JTE1,Y13H0550315P02,Y13H0550315,8,515,8,527,15,940,12,0,12,4.66,Casey (C),Casey (C),Primary School,Vehicle Passenger,4.66,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,413,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y13H0550315P02S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,143.81,
999,Y13H0550326P03JTE1,Y13H0550326P03,Y13H0550326,8,482,8,502,15,945,20,0,20,13.69,Casey (C),Greater Dandenong (C),Primary School,Vehicle Passenger,13.69,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,443,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y13H0550326P03S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,145.78,
1000,Y13H0550326P04JTE1,Y13H0550326P04,Y13H0550326,8,482,8,502,15,945,20,0,20,13.69,Casey (C),Greater Dandenong (C),Primary School,Vehicle Passenger,13.69,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,443,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y13H0550326P04S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,141.33,
1001,Y13H0550333P03JTE1,Y13H0550333P03,Y13H0550333,8,525,8,527,15,935,2,0,2,1.77,Casey (C),Casey (C),Primary School,Vehicle Passenger,1.77,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,408,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y13H0550333P03S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,141.33,
1002,Y13H0550333P04JTE1,Y13H0550333P04,Y13H0550333,8,525,8,527,15,935,2,0,2,1.77,Casey (C),Casey (C),Primary School,Vehicle Passenger,1.77,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,408,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y13H0550333P04S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,141.33,
1003,Y13H0550333P05JTE1,Y13H0550333P05,Y13H0550333,8,525,8,527,15,935,2,0,2,1.77,Casey (C),Casey (C),Primary School,Vehicle Passenger,1.77,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,408,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y13H0550333P05S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,141.33,
1004,Y13H0550412P05JTE1,Y13H0550412P05,Y13H0550412,7,420,9,540,18,1080,120,0,120,22.99,Hume (C),Melbourne (C),Tertiary,Train,2.2,2.23,0.07,15.13,0.22,2.43,0.02,0.47,0.22,10,0,4,0,4,1,3,0,540,Walking,Public Bus,Walking,Train,Walking,Public Bus,Walking,Tram,Walking,Bus Stop,Bus Stop,Train Station,Train Station,Bus Stop,Bus Stop,Tram Stop,Tram Stop,Tertiary,Change Mode,Change Mode,Change Mode,Change Mode,Change Mode,Change Mode,Change Mode,Change Mode,Education,Y13H0550412P05S01,Y13H0550412P05S02,Y13H0550412P05S03,Y13H0550412P05S04,Y13H0550412P05S05,Y13H0550412P05S06,Y13H0550412P05S07,Y13H0550412P05S08,Y13H0550412P05S09,20,10,1,45,1,10,1,7,3,123.55,
1005,Y13H0550436P03JTE1,Y13H0550436P03,Y13H0550436,8,480,8,520,15,930,10,30,40,2.11,Moonee Valley (C),Moonee Valley (C),Primary School,Vehicle Passenger,0.53,1.58,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30,410,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Someone Else's Home,Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pick-up or Drop-off Someone,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y13H0550436P03S01,Y13H0550436P03S02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,111.47,
1006,Y13H0560101P04JTE1,Y13H0560101P04,Y13H0560101,8,520,8,525,15,940,5,0,5,1.8,Maroondah (C),Maroondah (C),Primary School,Vehicle Passenger,1.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,415,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y13H0560101P04S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,86.33,
1007,Y13H0560132P04JTE1,Y13H0560132P04,Y13H0560132,8,480,8,492,13,793,12,0,12,4.07,Whitehorse (C),Whitehorse (C),Secondary School,Vehicle Passenger,4.07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,301,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Secondary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y13H0560132P04S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,80.93,
1008,Y13H0560133P03JTE1,Y13H0560133P03,Y13H0560133,8,490,8,497,17,1055,7,0,7,2.07,Whitehorse (C),Whitehorse (C),Secondary School,Vehicle Passenger,2.07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,558,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Secondary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y13H0560133P03S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,80.02,
1009,Y13H0560133P04JTE1,Y13H0560133P04,Y13H0560133,8,490,8,497,15,915,7,0,7,2.07,Whitehorse (C),Whitehorse (C),Secondary School,Vehicle Passenger,2.07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,418,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Secondary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y13H0560133P04S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,83.7,
1010,Y13H0560219P03JTE1,Y13H0560219P03,Y13H0560219,7,470,8,485,10,645,15,0,15,2.49,Glen Eira (C),Glen Eira (C),Secondary School,Vehicle Passenger,2.49,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,160,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Secondary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y13H0560219P03S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,78.13,
1011,Y13H0560219P04JTE1,Y13H0560219P04,Y13H0560219,7,470,8,485,15,925,15,0,15,2.49,Glen Eira (C),Glen Eira (C),Secondary School,Vehicle Passenger,2.49,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,440,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Vehicle Passenger,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Secondary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Education,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Y13H0560219P04S01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,78.13,
